time_step,total_population,resource_concentration,genotype_0_density,genotype_1_density,genotype_2_density,genotype_3_density,genotype_4_density,genotype_5_density,genotype_6_density,genotype_7_density,genotype_8_density,genotype_9_density,genotype_10_density,genotype_11_density,genotype_12_density,genotype_13_density,genotype_14_density,genotype_15_density,genotype_16_density,genotype_17_density,genotype_18_density,genotype_19_density,mutation_frequency,cooperation_index,competition_index,mean_fitness,mean_resistance,mean_efficiency,biofilm_fraction,hgt_events,divisions,deaths,phase_lag,phase_log,phase_stationary,phase_death,mean_antibiotic,mean_biofilm,cumulative_mutations,cumulative_hgt,total_resource_consumed
75,9769,28.065855,0.322449,0.31733,0.35715,0.000409,0.0,0.000307,0.000102,0.000307,0.001126,0.000512,0.0,0.000205,0.0,0.000102,0.0,0.0,0.0,0.0,0.0,0.0,0.008439,0.430281,0.111264,0.540837,0.075434,1.030069,0.871839,3,948,667,3599,706,5464,0,0.027484,0.249988,515,28,599124.8485
76,10609,28.158239,0.324536,0.320577,0.351871,0.000377,0.0,0.000283,9.4e-05,0.000283,0.001225,0.000471,0.0,0.000189,0.0,9.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.010101,0.406069,0.111089,0.509348,0.075659,1.031295,0.822132,0,1584,744,4257,1320,5032,0,0.029781,0.253121,531,28,612510.8403
77,9502,28.242945,0.324458,0.32309,0.349611,0.000316,0.0,0.000316,0.000105,0.00021,0.001158,0.000526,0.0,0.000105,0.0,0.000105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47778,0.110855,0.599464,0.075672,1.03124,0.966323,0,0,1107,2636,1209,5657,0,0.032043,0.257184,531,28,627074.0111
78,10511,28.328748,0.328228,0.326039,0.342593,0.000285,0.0,0.000285,9.5e-05,0.000285,0.001142,0.000571,0.0,0.00019,0.0,0.00019,9.5e-05,0.0,0.0,0.0,0.0,0.0,0.011765,0.401398,0.110838,0.502486,0.075792,1.031556,0.811055,0,1700,691,4149,1119,5243,0,0.034271,0.260163,551,28,640138.4239
79,9455,28.452491,0.327975,0.327129,0.341724,0.000212,0.0,0.000317,0.000106,0.000317,0.001269,0.000423,0.0,0.000212,0.0,0.000212,0.000106,0.0,0.0,0.0,0.0,0.0,0.0,0.477666,0.110518,0.599427,0.075777,1.031638,0.964992,0,0,1056,3400,329,5726,0,0.036466,0.262875,551,28,651446.0128
80,9929,28.542247,0.327324,0.328331,0.341021,0.000302,0.0,0.000403,0.000201,0.000302,0.001209,0.000302,0.000101,0.000201,0.0,0.000201,0.000101,0.0,0.0,0.0,0.0,0.0,0.009752,0.423271,0.110603,0.531237,0.075721,1.032221,0.856783,4,1128,654,3677,937,5315,0,0.038627,0.265564,562,32,663938.8825
81,10456,28.57439,0.327181,0.32479,0.344778,0.000287,0.0,0.000383,0.000191,0.000287,0.001243,0.000287,9.6e-05,0.000191,0.0,0.000191,9.6e-05,0.0,0.0,0.0,0.0,0.0,0.012908,0.416485,0.111049,0.523755,0.075408,1.032467,0.844587,0,1317,790,3652,1900,4904,0,0.040757,0.269005,579,32,679415.4866
82,9404,28.693251,0.326031,0.326244,0.344747,0.000319,0.0,0.000425,0.000106,0.000319,0.00117,0.000106,0.000106,0.000213,0.0,0.000106,0.000106,0.0,0.0,0.0,0.0,0.0,0.0,0.477519,0.108493,0.598978,0.075457,1.032529,0.96778,0,0,1052,3293,0,6111,0,0.042854,0.27167,579,32,690305.0039
83,9629,28.756533,0.332018,0.322256,0.342299,0.000312,0.0,0.000415,0.000208,0.000519,0.001142,0.000104,0.000104,0.000312,0.0,0.000104,0.000208,0.0,0.0,0.0,0.0,0.0,0.009227,0.436125,0.108054,0.544874,0.075112,1.032852,0.883685,0,867,642,2853,1087,5689,0,0.04492,0.274915,587,32,704069.0362
84,9833,28.816554,0.333672,0.323197,0.339469,0.000407,0.0,0.000407,0.000203,0.000407,0.001322,0.000102,0.000102,0.000305,0.0,0.000203,0.000203,0.0,0.0,0.0,0.0,0.0,0.009923,0.434037,0.107779,0.543588,0.075233,1.032695,0.880301,0,907,703,3581,1000,5252,0,0.046955,0.277466,596,32,716907.6966
85,10939,28.841477,0.333303,0.327452,0.335405,0.000548,0.0,0.000366,0.000183,0.000274,0.00128,0.000183,9.1e-05,0.000366,0.0,0.000274,0.000274,0.0,0.0,0.0,0.0,0.0,0.006922,0.396522,0.109039,0.495721,0.075421,1.033805,0.803456,3,1878,772,4439,1692,4808,0,0.04896,0.280332,609,35,731547.0538
86,9693,28.89479,0.331476,0.328484,0.336222,0.000413,0.0,0.000413,0.000206,0.00031,0.001238,0.000206,0.000103,0.000413,0.0,0.00031,0.000206,0.0,0.0,0.0,0.0,0.0,0.0,0.479323,0.107994,0.599077,0.075399,1.033862,0.971113,0,0,1246,3094,848,5751,0,0.050934,0.283599,609,35,745282.6443
87,10186,28.949721,0.336148,0.327017,0.333202,0.000295,0.0,0.000393,0.000295,0.000295,0.001178,0.000196,9.8e-05,0.000393,9.8e-05,0.000196,0.000196,0.0,0.0,0.0,0.0,0.0,0.007414,0.422403,0.107673,0.527664,0.075383,1.034331,0.857746,0,1214,721,4081,778,5327,0,0.052879,0.28575,618,35,757450.2485
88,9192,29.01755,0.336597,0.327241,0.332681,0.000109,0.0,0.000326,0.000326,0.000326,0.001197,0.000218,0.000109,0.000435,0.000109,0.000218,0.000109,0.0,0.0,0.0,0.0,0.0,0.0,0.48067,0.106735,0.598838,0.075559,1.034273,0.975957,0,0,994,3117,562,5513,0,0.054794,0.288029,618,35,769397.2524
89,10129,29.051931,0.33873,0.328562,0.329253,0.0,0.0,0.000296,0.000395,0.000494,0.001086,0.000296,9.9e-05,0.000494,9.9e-05,9.9e-05,9.9e-05,0.0,0.0,0.0,0.0,0.0,0.012435,0.40619,0.104862,0.508403,0.075887,1.03509,0.825353,0,1528,591,3837,1144,5148,0,0.056681,0.290242,637,35,782434.0435
90,9222,29.073491,0.340165,0.327586,0.328887,0.0,0.0,0.000325,0.000434,0.000325,0.001084,0.000325,0.0,0.000542,0.000108,0.000108,0.000108,0.0,0.0,0.0,0.0,0.0,0.0,0.477741,0.103739,0.599153,0.076183,1.035448,0.972457,4,0,907,2324,1163,5735,0,0.05854,0.293481,637,39,797024.2028
91,10360,29.093311,0.340444,0.326737,0.329633,0.0,0.0,0.00029,0.000386,0.00029,0.000869,0.000386,0.0,0.000772,9.7e-05,0.0,9.7e-05,0.0,0.0,0.0,0.0,0.0,0.009423,0.400499,0.105586,0.500857,0.076159,1.036626,0.813417,0,1698,560,3899,1095,5366,0,0.06037,0.295799,653,39,810303.9526
92,9337,29.12675,0.340688,0.32805,0.328264,0.0,0.0,0.000321,0.000321,0.000321,0.000857,0.000321,0.0,0.00075,0.0,0.0,0.000107,0.0,0.0,0.0,0.0,0.0,0.0,0.477903,0.104661,0.599469,0.076108,1.036588,0.970869,0,0,1023,2705,821,5811,0,0.062173,0.29861,653,39,823813.9896
93,9882,29.15814,0.340923,0.327768,0.328274,0.0,0.0,0.000304,0.000304,0.000304,0.001113,0.000304,0.0,0.000708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008489,0.420686,0.104277,0.527914,0.076037,1.037057,0.855495,0,1178,633,3692,770,5420,0,0.06395,0.30046,663,39,836008.1338
94,10479,29.143293,0.341159,0.32589,0.329898,0.0,0.0,0.000668,0.000191,0.000382,0.000763,0.000382,0.0,0.000573,0.0,0.0,0.0,0.0,9.5e-05,0.0,0.0,0.0,0.010519,0.412002,0.104409,0.517648,0.076207,1.036982,0.838916,0,1426,829,3797,1714,4968,0,0.065699,0.303108,678,39,851179.0404
95,9409,29.205992,0.340844,0.327134,0.328728,0.0,0.0,0.000638,0.000213,0.000425,0.00085,0.000425,0.0,0.000638,0.0,0.0,0.0,0.0,0.000106,0.0,0.0,0.0,0.0,0.47653,0.103711,0.59884,0.076084,1.037303,0.970348,1,0,1070,3413,0,5996,0,0.067422,0.304935,678,40,861966.8528
96,9765,29.217369,0.341935,0.329032,0.326165,0.0,0.0,0.000614,0.0,0.000205,0.000819,0.00041,0.0,0.000717,0.0,0.0,0.0,0.0,0.000102,0.0,0.0,0.0,0.0091,0.431584,0.103857,0.538064,0.076366,1.03761,0.878546,0,989,633,3070,1097,5598,0,0.06912,0.307415,687,40,875757.8638
97,9830,29.223574,0.337843,0.328179,0.331231,0.0,0.0,0.000509,0.0,0.000203,0.000814,0.000407,0.0,0.000712,0.0,0.0,0.0,0.0,0.000102,0.0,0.0,0.0,0.014688,0.436274,0.10295,0.548989,0.076448,1.037728,0.88881,0,817,752,3670,1012,5148,0,0.070792,0.309176,699,40,888564.4044
98,11256,29.20116,0.338131,0.328891,0.33049,0.0,0.0,0.000444,0.0,0.000178,0.000711,0.000355,0.0,0.000711,0.0,0.0,0.0,0.0,8.9e-05,0.0,0.0,0.0,0.011586,0.382088,0.10283,0.479226,0.076689,1.039198,0.778252,0,2244,818,4869,1679,4708,0,0.072439,0.311256,725,40,903136.8841
99,9878,29.208865,0.340454,0.327495,0.32952,0.0,0.0,0.000405,0.0,0.000101,0.00081,0.000304,0.0,0.00081,0.0,0.0,0.0,0.0,0.000101,0.0,0.0,0.0,0.0,0.478188,0.101907,0.59919,0.076791,1.039152,0.974489,0,0,1378,3372,913,5593,0,0.074061,0.313856,725,40,917009.3758
100,10368,29.219413,0.344329,0.327546,0.325039,0.0,0.0,0.000579,0.0,0.000193,0.000772,0.000386,0.0,0.000772,0.0,0.0,0.0,9.6e-05,0.000193,0.0,9.6e-05,0.0,0.012223,0.417616,0.101842,0.523515,0.076904,1.039017,0.852141,1,1309,819,4410,832,5126,0,0.075659,0.315265,741,41,929174.1312
101,9425,29.247449,0.345464,0.324775,0.32679,0.0,0.0,0.000531,0.0,0.000212,0.000637,0.000424,0.0,0.000849,0.0,0.0,0.0,0.0,0.000212,0.0,0.000106,0.0,0.0,0.478094,0.10101,0.598739,0.076904,1.039341,0.976127,0,0,943,3386,628,5411,0,0.077232,0.316864,741,41,941208.9367
102,10276,29.250178,0.344103,0.327365,0.326002,0.0,0.0,0.000292,0.0,9.7e-05,0.000681,0.000389,0.0,0.000876,0.0,0.0,0.0,0.0,9.7e-05,0.0,9.7e-05,0.0,0.009346,0.407032,0.099468,0.511375,0.076939,1.040019,0.831355,0,1498,647,4166,1074,5036,0,0.078783,0.318289,755,41,953940.5311
103,9290,29.228955,0.344779,0.324973,0.327879,0.0,0.0,0.000215,0.0,0.000108,0.000646,0.000215,0.0,0.000969,0.0,0.0,0.0,0.0,0.000108,0.0,0.000108,0.0,0.0,0.477356,0.098974,0.598817,0.076831,1.039874,0.974704,0,0,986,2337,1434,5519,0,0.08031,0.321038,755,41,969236.6845
104,10462,29.205296,0.345727,0.32575,0.326419,0.0,0.0,9.6e-05,0.0,0.000191,0.000574,9.6e-05,0.0,0.00086,0.0,0.0,0.0,0.0,0.000191,0.0,9.6e-05,0.0,0.011838,0.393884,0.099443,0.497151,0.076924,1.041167,0.805678,0,1774,602,3957,1339,5166,0,0.081814,0.322783,776,41,983068.6488
105,9412,29.214104,0.345729,0.325648,0.326392,0.0,0.0,0.000106,0.0,0.000212,0.000637,0.000106,0.0,0.00085,0.0,0.0,0.0,0.0,0.000212,0.0,0.000106,0.0,0.0,0.474853,0.099311,0.598884,0.076893,1.041031,0.971419,2,0,1050,2728,821,5863,0,0.083295,0.32508,776,43,996733.8836
106,9782,29.226478,0.348191,0.325598,0.323656,0.0,0.0,0.000204,0.0,0.000307,0.000613,0.000102,0.0,0.000818,0.0,0.0,0.0,0.0,0.000204,0.0,0.000307,0.0,0.011776,0.426719,0.099123,0.536398,0.077031,1.040802,0.873237,0,1019,649,3566,764,5452,0,0.084755,0.326465,788,43,1009043.4705
107,10348,29.197886,0.351662,0.323831,0.321801,0.0,0.0,0.00029,0.0,0.00029,0.00058,0.0,0.0,0.00087,0.0,0.0,9.7e-05,0.0,0.000193,0.0,0.000387,0.0,0.012454,0.413492,0.099679,0.519447,0.076895,1.040691,0.846154,0,1365,799,3669,1664,5015,0,0.086192,0.328569,805,43,1024161.5933
108,9342,29.250713,0.352387,0.322415,0.322522,0.0,0.0,0.000214,0.0,0.000321,0.000642,0.0,0.0,0.000856,0.0,0.0,0.000107,0.0,0.000214,0.0,0.000321,0.0,0.0,0.476099,0.098698,0.598122,0.077013,1.040906,0.973988,0,0,1006,3303,0,6039,0,0.087608,0.329887,805,43,1034992.8323
109,9984,29.248914,0.355569,0.322115,0.319411,0.0001,0.0,0.0002,0.0,0.0003,0.000501,0.0,0.0,0.001002,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0003,0.0,0.006515,0.418235,0.098883,0.524377,0.077024,1.042184,0.85647,0,1228,586,3179,1162,5643,0,0.089003,0.3319,813,43,1049032.3343
110,9864,29.242981,0.358982,0.315693,0.322486,0.000101,0.0,0.000203,0.0,0.000406,0.000406,0.0,0.0,0.001014,0.0,0.0,0.000101,0.0,0.000203,0.000101,0.000304,0.0,0.006711,0.439471,0.098217,0.553071,0.077121,1.042715,0.90146,0,745,865,3648,1062,5154,0,0.090376,0.333301,818,43,1062239.3491
111,11413,29.214593,0.354596,0.321388,0.321125,0.0,0.0,0.000175,0.0,0.000438,0.000526,0.0,0.0,0.000964,8.8e-05,0.0,8.8e-05,0.0,0.000263,8.8e-05,0.000263,0.0,0.010966,0.376673,0.098245,0.473692,0.077396,1.043518,0.771927,0,2371,822,5050,1660,4703,0,0.091729,0.334823,844,43,1076761.4009
112,9945,29.219771,0.356461,0.320463,0.320664,0.0,0.0,0.000201,0.0,0.000402,0.000402,0.0,0.0,0.000804,0.0,0.0,0.0,0.0,0.000201,0.000101,0.000302,0.0,0.0,0.475765,0.097282,0.598601,0.077433,1.043337,0.974359,0,0,1468,3563,826,5556,0,0.093062,0.336788,844,43,1090409.3594
113,10375,29.231039,0.361446,0.318169,0.317976,0.0,0.0,0.000289,0.0,0.000386,0.000289,0.0,0.0,0.000771,0.0,0.0,0.0,0.0,9.6e-05,9.6e-05,0.000482,0.0,0.009217,0.417423,0.09743,0.523401,0.077152,1.042862,0.854843,0,1302,872,4577,761,5037,0,0.094375,0.337592,856,43,1102265.2241
114,9369,29.247756,0.363219,0.318604,0.315936,0.0,0.0,0.000213,0.0,0.000427,0.000107,0.0,0.0,0.000747,0.0,0.0,0.0,0.0,0.000107,0.000107,0.000534,0.0,0.0,0.475758,0.096948,0.597827,0.077116,1.0429,0.975131,0,0,1006,3397,758,5214,0,0.095668,0.338664,856,43,1114518.6817
115,10322,29.241562,0.36398,0.322224,0.311761,0.0,0.0,0.000194,0.0,0.000291,9.7e-05,0.0,0.0,0.000775,0.0,0.0,0.0,0.0,9.7e-05,0.000194,0.000388,0.0,0.009709,0.403679,0.096778,0.508103,0.077048,1.043669,0.8292,0,1545,592,4278,1179,4865,0,0.096942,0.339481,871,43,1127272.7968
116,9382,29.215186,0.364421,0.320934,0.31262,0.0,0.0,0.000213,0.0,0.00032,0.000107,0.0,0.0,0.000746,0.0,0.0,0.0,0.0,0.000107,0.000107,0.000426,0.0,0.0,0.473678,0.095379,0.597519,0.076933,1.043633,0.973033,0,0,940,2415,1458,5509,0,0.098197,0.341738,871,43,1142649.5661
117,10569,29.188183,0.362664,0.322074,0.312991,0.0,0.0,0.000189,0.0,0.000284,0.000189,0.0,0.0,0.001041,0.0,0.0,0.0,0.000189,0.000189,0.0,0.000189,0.0,0.012589,0.392644,0.095104,0.494171,0.077139,1.045211,0.80632,0,1827,640,4085,1376,5108,0,0.099432,0.343094,894,43,1156601.0783
118,9474,29.193206,0.362255,0.319717,0.315706,0.0,0.0,0.000211,0.0,0.000317,0.000106,0.0,0.0,0.001056,0.0,0.0,0.0,0.000211,0.000211,0.0,0.000211,0.0,0.0,0.4751,0.095084,0.597856,0.07708,1.045351,0.97509,0,0,1095,2838,870,5766,0,0.10065,0.345018,894,43,1170356.3375
119,9895,29.202212,0.361799,0.316726,0.31905,0.0,0.0,0.000303,0.0,0.000404,0.000101,0.0,0.0,0.00091,0.000101,0.0,0.0,0.000202,0.000101,0.0,0.000303,0.0,0.008637,0.425356,0.095101,0.534805,0.076847,1.044647,0.872259,0,1042,621,3702,811,5382,0,0.101849,0.345915,903,43,1182667.7508
120,10554,29.169808,0.363464,0.315236,0.318931,0.0,0.0,0.000284,0.0,0.000379,9.5e-05,0.0,0.0,0.000663,9.5e-05,0.0,0.0,0.000284,9.5e-05,0.0,0.000474,0.0,0.010862,0.408402,0.094734,0.513953,0.076945,1.0449,0.838545,0,1473,814,3850,1776,4928,0,0.10303,0.347623,919,43,1197997.7526
121,9514,29.22025,0.36378,0.314063,0.31995,0.0,0.0,0.00021,0.0,0.000315,0.000105,0.0,0.0,0.000631,0.0,0.0,0.0,0.000315,0.000105,0.0,0.000526,0.0,0.0,0.472288,0.093925,0.597018,0.076924,1.044733,0.97057,0,0,1040,3471,0,6043,0,0.104193,0.348506,919,43,1208814.7053
122,10128,29.215016,0.364731,0.316351,0.316647,0.0,0.0,9.9e-05,0.0,0.000395,9.9e-05,0.0,0.0,0.000592,0.0,0.0,0.0,0.000395,0.000197,0.0,0.000494,0.0,0.015396,0.41347,0.094222,0.520335,0.077324,1.04536,0.849329,0,1299,685,3339,1198,5591,0,0.105339,0.35018,939,43,1223066.2259
123,9238,29.263354,0.363932,0.31457,0.31955,0.0,0.0,0.000108,0.0,0.000216,0.000108,0.0,0.0,0.000433,0.0,0.0,0.0,0.000325,0.000216,0.0,0.000541,0.0,0.0,0.473802,0.092634,0.59736,0.077455,1.045568,0.973371,0,0,890,3052,0,6186,0,0.106467,0.351138,939,43,1234077.2366
124,9981,29.28374,0.363891,0.316602,0.317704,0.0,0.0,0.0001,0.0,0.0002,0.0,0.0,0.0001,0.000401,0.0,0.0,0.0,0.0002,0.0002,0.0,0.000601,0.0,0.008962,0.409946,0.093192,0.517106,0.077536,1.0463,0.843603,0,1339,596,3511,699,5771,0,0.107579,0.352255,951,43,1246644.6367
125,9816,29.250465,0.365729,0.308883,0.323452,0.0,0.000102,0.000102,0.0,0.000306,0.0,0.0,0.000102,0.000407,0.0,0.0,0.0,0.000204,0.000102,0.0,0.000611,0.0,0.013986,0.436482,0.093991,0.553856,0.077311,1.046223,0.899756,1,715,880,2957,1612,5247,0,0.108674,0.354031,961,44,1261997.9344
126,11337,29.219737,0.361207,0.312605,0.323983,0.0,0.0,0.000176,8.8e-05,0.000265,0.0,0.0,8.8e-05,0.000441,0.0,0.0,0.0,0.000265,8.8e-05,0.0,0.000794,0.0,0.010013,0.376405,0.093003,0.476023,0.077126,1.045467,0.773309,0,2297,776,5033,1499,4805,0,0.109753,0.354969,984,44,1276012.4965
127,9914,29.223512,0.362417,0.3139,0.321767,0.0,0.0,0.000101,0.000101,0.000202,0.0,0.0,0.000101,0.000504,0.0,0.0,0.0,0.000202,0.000101,0.0,0.000605,0.0,0.0,0.471382,0.091014,0.59685,0.077163,1.045325,0.968328,0,0,1423,3580,835,5499,0,0.110815,0.356365,984,44,1289425.0397
128,10301,29.230319,0.364236,0.317348,0.31628,0.0,0.0,9.7e-05,0.0,0.000291,0.0,0.000194,9.7e-05,0.000582,0.0,0.0,0.0,0.000194,0.000194,0.0,0.000485,0.0,0.007457,0.418841,0.091446,0.526918,0.07756,1.045483,0.859819,0,1207,820,4489,765,5047,0,0.111862,0.35666,993,44,1301186.2174
129,9295,29.24094,0.363529,0.316622,0.31802,0.0,0.0,0.000108,0.0,0.000323,0.0,0.000215,0.000108,0.000323,0.0,0.0,0.0,0.000108,0.000108,0.0,0.000538,0.0,0.0,0.474715,0.090219,0.597138,0.077541,1.045267,0.973749,0,0,1006,3238,820,5237,0,0.112893,0.357395,993,44,1313694.5937
130,9926,29.230259,0.365505,0.317449,0.315031,0.0,0.0,0.000101,0.0,0.000302,0.0,0.000201,0.000201,0.000403,0.0,0.0,0.000101,0.000101,0.000101,0.0,0.000504,0.0,0.009685,0.414412,0.089034,0.522533,0.077696,1.046017,0.850897,1,1239,608,3817,1200,4909,0,0.113908,0.357867,1005,45,1326605.9622
131,11111,29.150615,0.367564,0.315363,0.314823,0.0,0.0,9e-05,0.0,0.00018,9e-05,0.00018,0.00018,0.00063,0.0,0.0,9e-05,9e-05,0.0,0.0,0.00072,0.0,0.01036,0.385862,0.088764,0.488364,0.077872,1.047108,0.793988,0,2027,842,4068,2544,4499,0,0.114908,0.359699,1026,45,1343975.6841
132,9789,29.19219,0.367249,0.314332,0.316478,0.0,0.0,0.000102,0.0,0.000204,0.0,0.000204,0.000204,0.000511,0.0,0.0,0.000102,0.000102,0.0,0.0,0.000511,0.0,0.0,0.471872,0.086758,0.597366,0.077941,1.047292,0.971294,0,0,1322,3604,0,6185,0,0.115893,0.360736,1026,45,1355345.2968
133,9735,29.204347,0.369697,0.31546,0.312789,0.0,0.0,0.000103,0.0,0.000205,0.0,0.000308,0.000205,0.000514,0.0,0.0,0.000103,0.000103,0.0,0.0,0.000514,0.0,0.002817,0.437242,0.086252,0.553743,0.078165,1.048118,0.902928,0,710,764,3275,774,5686,0,0.116864,0.361749,1028,45,1368201.193
134,9687,29.220921,0.373077,0.310932,0.31341,0.0,0.0,0.000103,0.0,0.000206,0.0,0.000413,0.000206,0.000619,0.0,0.0,0.000206,0.000206,0.0,0.0,0.000516,0.000103,0.016369,0.437208,0.085904,0.555763,0.078189,1.048429,0.904202,0,672,720,3721,713,5253,0,0.117819,0.362016,1039,45,1380019.5404
135,10615,29.207967,0.369477,0.31691,0.311069,0.0,0.0,9.4e-05,0.0,9.4e-05,0.0,0.000565,0.000188,0.000659,0.0,0.0,0.000188,0.000283,0.0,0.0,0.000377,9.4e-05,0.01315,0.395655,0.086423,0.502974,0.078269,1.048358,0.817146,0,1673,745,4358,1424,4833,0,0.118761,0.362708,1061,45,1393798.5412
136,9527,29.189837,0.369371,0.316049,0.311955,0.0,0.0,0.000105,0.0,0.000105,0.0,0.000525,0.00021,0.00063,0.0,0.0,0.00021,0.000315,0.0,0.0,0.00042,0.000105,0.0,0.471404,0.085461,0.597613,0.078195,1.048142,0.972499,0,0,1088,2631,1291,5605,0,0.119688,0.364465,1061,45,1408856.4304
137,10658,29.173005,0.373241,0.312535,0.311972,0.0,0.0,9.4e-05,0.0,9.4e-05,0.0,0.000469,0.000188,0.000563,0.0,0.0,0.000188,0.000188,0.0,0.0,0.000375,9.4e-05,0.012785,0.39116,0.085958,0.496652,0.078364,1.048339,0.807656,0,1799,668,4251,1207,5200,0,0.120602,0.36522,1084,45,1422364.8141
138,9561,29.20025,0.37653,0.310951,0.310323,0.0,0.0,0.000105,0.0,0.000105,0.0,0.000523,0.000209,0.000523,0.0,0.0,0.000209,0.000209,0.0,0.0,0.000209,0.000105,0.0,0.46981,0.085579,0.597384,0.078274,1.04865,0.970505,0,0,1097,3338,487,5736,0,0.121501,0.365973,1084,45,1434533.5105
139,10209,29.209497,0.376335,0.312567,0.308355,0.0,0.0,0.000196,0.0,0.000196,0.0,0.000686,0.000196,0.000588,0.0,0.0,0.000294,0.000196,0.0,0.0,0.000294,9.8e-05,0.013343,0.407468,0.085523,0.518403,0.078435,1.049656,0.842492,0,1349,701,4018,889,5302,0,0.122388,0.366392,1102,45,1447053.4608
140,9307,29.207053,0.376491,0.311808,0.308907,0.0,0.0,0.000215,0.0,0.000215,0.0,0.000752,0.000215,0.000645,0.0,0.0,0.000215,0.000215,0.0,0.0,0.000215,0.000107,0.0,0.469427,0.085306,0.597478,0.078519,1.049543,0.97099,1,0,902,2605,1080,5622,0,0.123261,0.36766,1102,46,1461096.9977
141,10210,29.204519,0.377179,0.312341,0.307738,0.0,0.0,0.000196,0.0,0.000196,0.0,0.000784,0.000196,0.000588,0.0,0.0,0.000196,0.000294,0.0,0.0,0.000196,9.8e-05,0.007468,0.401258,0.085054,0.511267,0.078687,1.050178,0.830167,0,1473,570,3924,1017,5269,0,0.12412,0.368077,1113,46,1473875.007
142,9273,29.194685,0.37744,0.313167,0.30702,0.0,0.0,0.000216,0.0,0.000216,0.0,0.000647,0.000216,0.000324,0.0,0.0,0.000216,0.000216,0.0,0.0,0.000216,0.000108,0.0,0.469669,0.08402,0.597866,0.078867,1.050264,0.971099,0,0,937,2405,1189,5679,0,0.124967,0.369559,1113,46,1488457.3434
143,10133,29.183841,0.377183,0.308004,0.312642,0.0,0.0,0.000197,0.0,0.000197,0.0,0.000493,0.000197,0.000395,0.0,9.9e-05,0.000197,0.000197,0.0,0.0,0.000197,0.0,0.012388,0.401413,0.083102,0.512104,0.078505,1.050204,0.830652,0,1453,593,3715,1120,5298,0,0.125802,0.370138,1131,46,1501702.9697
144,9274,29.188934,0.377938,0.307634,0.312271,0.0,0.0,0.000216,0.0,0.000216,0.0,0.000539,0.000216,0.000431,0.0,0.000108,0.000108,0.000108,0.0,0.0,0.000216,0.0,0.0,0.468977,0.083347,0.597519,0.07839,1.050047,0.970024,0,0,859,2503,899,5872,0,0.126623,0.371346,1131,46,1515430.5715
145,9971,29.195848,0.3794,0.305787,0.312306,0.0,0.0,0.000301,0.0,0.000201,0.0,0.000602,0.000201,0.000401,0.0,0.000201,0.0001,0.0001,0.0,0.0,0.000301,0.0001,0.008668,0.409449,0.082744,0.521559,0.07837,1.051253,0.846655,0,1269,572,3636,840,5495,0,0.127433,0.371781,1142,46,1528001.4133
146,11094,29.157557,0.380296,0.308275,0.309537,0.0,0.0,0.00018,0.0,0.00018,0.0,0.000451,9e-05,0.000361,0.0,9e-05,9e-05,9e-05,0.0,0.0,0.00027,9e-05,0.012121,0.385017,0.083154,0.491039,0.078438,1.051902,0.796557,0,1980,857,4288,1796,5010,0,0.12823,0.373018,1166,46,1543587.3033
147,9777,29.206765,0.378337,0.31032,0.309809,0.0,0.0,0.000205,0.0,0.000102,0.0,0.000307,0.000102,0.000409,0.0,0.000102,0.000102,0.0,0.0,0.0,0.000102,0.000102,0.0,0.469256,0.081893,0.598004,0.078438,1.051661,0.971361,0,0,1317,3761,0,6016,0,0.129015,0.373473,1166,46,1554573.0647
148,10237,29.21458,0.38019,0.308098,0.310052,0.0,0.0,0.000195,0.0,9.8e-05,0.0,0.000293,0.000195,0.000488,0.0,9.8e-05,9.8e-05,0.0,0.0,0.0,9.8e-05,9.8e-05,0.011475,0.413045,0.082274,0.526736,0.078602,1.051355,0.855524,0,1220,760,3748,943,5546,0,0.129789,0.374178,1180,46,1567747.328
149,9286,29.266301,0.383157,0.305191,0.310037,0.0,0.0,0.000215,0.0,0.000108,0.0,0.000215,0.000215,0.000431,0.0,0.000108,0.000108,0.0,0.0,0.0,0.000108,0.000108,0.0,0.468346,0.081726,0.597779,0.078916,1.051419,0.970493,0,0,951,3433,0,5853,0,0.130551,0.374222,1180,46,1578229.4377
150,9952,29.281412,0.385852,0.301648,0.310691,0.0001,0.0,0.000201,0.0,0.000201,0.0,0.000201,0.000201,0.000402,0.0,0.0001,0.000201,0.0,0.0,0.0,0.0001,0.0001,0.010543,0.410331,0.080051,0.523817,0.078831,1.052239,0.850884,1,1233,567,3664,818,5470,0,0.131301,0.37452,1193,47,1590639.0283
151,9763,29.224155,0.388712,0.300318,0.308921,0.000102,0.0,0.00041,0.0,0.000205,0.0,0.000205,0.000205,0.00041,0.0,0.000102,0.000205,0.0,0.0,0.0,0.0,0.000205,0.00627,0.436951,0.078985,0.559093,0.078609,1.052822,0.906484,0,638,827,2765,1975,5023,0,0.13204,0.375937,1197,47,1607020.8237
152,11661,29.170225,0.383329,0.308207,0.306835,0.0,0.0,0.000343,0.0,0.000257,0.0,0.000172,8.6e-05,0.000343,0.0,8.6e-05,0.000172,0.0,0.0,0.0,0.0,0.000172,0.009016,0.360251,0.078452,0.461456,0.0787,1.052809,0.745476,0,2662,764,5217,1844,4600,0,0.132769,0.376513,1221,47,1621910.2829
